problem,n_obj,algorithm,run,seed,hv,igd_plus,runtime_s,n_var,pop_size,n_gen
dtlz1,2,NSGA-II,0,1,0.1631014686385044,0.015517533067978019,1.4673824310302734,10,100,200
dtlz1,2,NSGA-II,1,1001,0.001924411995223821,0.37830224446768185,1.4325230121612549,10,100,200
dtlz1,2,NSGA-II,2,2001,0.0,0.7124761292458583,1.440276861190796,10,100,200
dtlz1,2,NSGA-II,3,3001,0.16841148958936683,0.01035281638957375,1.43330979347229,10,100,200
dtlz1,2,NSGA-II,4,4001,0.0,1.0593372351503278,1.4333305358886719,10,100,200
dtlz1,2,NSGA-II,5,5001,0.0011328097035763949,0.3755018531800075,1.4249460697174072,10,100,200
dtlz1,2,NSGA-II,6,6001,0.14407013165512877,0.03685566785059963,1.4583051204681396,10,100,200
dtlz1,2,NSGA-II,7,7001,0.0030345015258643323,0.36252751770922836,1.4583399295806885,10,100,200
dtlz1,2,NSGA-II,8,8001,0.0,0.41947059902064787,1.4743728637695312,10,100,200
dtlz1,2,NSGA-II,9,9001,0.0,0.7298637126666505,1.4499473571777344,10,100,200
dtlz1,2,NSGA-II,10,10001,0.14109281708514587,0.04144422231402609,1.441624641418457,10,100,200
dtlz1,2,NSGA-II,11,11001,0.0008242979915299261,0.3710684004744253,1.3999989032745361,10,100,200
dtlz1,2,NSGA-II,12,12001,0.0,0.7604558527253861,1.4083213806152344,10,100,200
dtlz1,2,NSGA-II,13,13001,0.1549504002484038,0.02454833353859108,1.45112943649292,10,100,200
dtlz1,2,NSGA-II,14,14001,0.002487077578848623,0.36920847361932474,1.4480493068695068,10,100,200
dtlz1,2,SMS-EMOA,0,1,0.0,1.3923795402611707,16.51754355430603,10,100,200
dtlz1,2,SMS-EMOA,1,1001,0.09452367616921498,0.09056884790419353,16.54844093322754,10,100,200
dtlz1,2,SMS-EMOA,2,2001,0.09594922557968993,0.08682345354181355,16.700939655303955,10,100,200
dtlz1,2,SMS-EMOA,3,3001,0.0,1.366550732126091,15.940082788467407,10,100,200
dtlz1,2,SMS-EMOA,4,4001,0.000858209551324838,0.3855230450258439,16.484212160110474,10,100,200
dtlz1,2,SMS-EMOA,5,5001,0.0,0.7558163265164498,16.142195463180542,10,100,200
dtlz1,2,SMS-EMOA,6,6001,0.0,0.7695637641531035,16.12381601333618,10,100,200
dtlz1,2,SMS-EMOA,7,7001,0.0,0.7053928100610649,16.000855684280396,10,100,200
dtlz1,2,SMS-EMOA,8,8001,0.0,0.44211164672979814,16.373547077178955,10,100,200
dtlz1,2,SMS-EMOA,9,9001,0.0,0.8259485609332294,16.081712007522583,10,100,200
dtlz1,2,SMS-EMOA,10,10001,0.0,1.1789972838682459,15.921583414077759,10,100,200
dtlz1,2,SMS-EMOA,11,11001,0.0,1.107133407839383,16.155760288238525,10,100,200
dtlz1,2,SMS-EMOA,12,12001,0.0028120523567170975,0.36643302613239465,16.59260892868042,10,100,200
dtlz1,2,SMS-EMOA,13,13001,0.002192340608576623,0.37410750069227006,16.230751276016235,10,100,200
dtlz1,2,SMS-EMOA,14,14001,0.15822219288129652,0.021948281436973815,16.329749584197998,10,100,200
dtlz1,3,NSGA-II,0,1,0.0,0.5429067307241314,1.2225759029388428,10,100,200
dtlz1,3,NSGA-II,1,1001,0.0,1.775708115086959,1.1971616744995117,10,100,200
dtlz1,3,NSGA-II,2,2001,0.0,1.1350218915169366,1.2281949520111084,10,100,200
dtlz1,3,NSGA-II,3,3001,0.0,0.4718868429299239,1.191746473312378,10,100,200
dtlz1,3,NSGA-II,4,4001,0.0,1.7751507642359385,1.2045009136199951,10,100,200
dtlz1,3,NSGA-II,5,5001,0.0,0.8258883121148165,1.2015841007232666,10,100,200
dtlz1,3,NSGA-II,6,6001,0.0,1.085700415040487,1.1904785633087158,10,100,200
dtlz1,3,NSGA-II,7,7001,0.0,2.6391714779846573,1.2045464515686035,10,100,200
